caseid,person_id,arrest_date,dispos_date,treat,re_arrest,prior_arrests
51040,15829,2012-06-29,2012-08-14,0,1,6
2657,15829,2012-07-12,2012-09-09,1,0,7
22550,15830,2013-08-22,2013-10-12,0,0,3
44444,15831,2012-11-13,2013-05-06,0,0,3
35161,15832,2012-10-04,2015-03-28,1,1,3
64522,15832,2013-04-14,2014-03-22,1,0,4
96930,15833,2013-02-20,2013-04-25,0,0,2
19058,15834,2013-05-27,2013-09-26,0,1,3
27091,15834,2013-05-30,2013-07-12,0,0,4
22710,15835,2013-02-17,2013-10-31,1,0,6
81911,15839,2012-08-05,2012-09-27,0,0,2
98099,15839,2012-11-03,2012-12-19,0,0,3
83234,15839,2013-03-11,2014-03-11,1,0,4
26746,15840,2012-04-05,2012-09-06,1,1,3
28831,15840,2012-05-13,2013-03-19,0,0,4
20470,15842,2013-01-28,2013-06-09,1,1,4
92962,15842,2013-03-15,2015-03-29,0,0,5
93432,15843,2013-06-02,2014-03-23,1,0,2
48447,15844,2012-10-22,2013-03-27,0,0,1
28421,15844,2013-07-22,2014-02-16,0,0,2
40219,15845,2012-02-21,2012-03-17,1,0,4
35629,15846,2012-06-08,2013-04-14,1,1,4
52028,15846,2012-09-14,2014-03-23,0,0,5
67466,15847,2012-07-23,2012-07-24,1,0,2
84501,15847,2013-10-11,2014-02-06,1,0,3
50324,15850,2013-02-13,2013-08-02,0,0,1
53031,15851,2013-07-28,2013-11-25,1,0,3
99358,15852,2013-02-25,2013-06-30,1,1,3
84175,15852,2013-04-18,2014-03-23,0,1,4
99913,15852,2013-10-14,2013-12-23,1,0,5
47976,15853,2012-12-14,2013-03-04,0,0,2
89518,15855,2013-07-30,2013-12-07,0,1,6
45023,15855,2013-10-17,2015-01-09,1,0,7
48281,15856,2012-03-08,2012-09-01,0,0,0
14600,15856,2012-11-13,2012-11-27,1,0,1
83719,15856,2013-06-13,2014-01-25,0,0,2
68439,15860,2013-06-05,2013-12-21,1,0,4
45721,15862,2012-09-30,2013-01-20,1,0,0
58805,15864,2012-06-16,2012-07-21,1,0,2
16386,15864,2013-08-19,2014-06-19,1,1,3
72865,15864,2013-09-19,2014-04-04,1,0,4
95339,15866,2012-11-21,2013-03-15,0,0,1
90660,15867,2013-06-02,2013-06-20,1,0,3
76875,15868,2013-06-30,2013-08-07,0,0,0
62221,15869,2012-09-29,2012-10-29,1,0,3
23460,15870,2013-04-11,2013-11-16,0,0,3
87192,15871,2012-07-07,2012-07-16,0,0,2
13529,15871,2012-08-16,2013-02-04,1,1,3
73024,15871,2012-12-11,2014-08-06,1,0,4
73075,15873,2012-09-12,2012-10-04,1,0,4
71753,15873,2012-10-31,2013-10-09,0,0,5
44799,15875,2012-05-05,2012-11-16,0,0,3
53449,15875,2013-04-25,2014-02-11,1,0,4
81733,15876,2012-09-19,2014-12-07,0,1,4
61766,15876,2013-06-20,2013-08-02,1,0,5
19265,15877,2012-04-14,2012-05-13,1,0,1
71667,15879,2012-12-19,2013-03-16,0,0,0
63673,15880,2012-12-27,2013-12-21,1,1,4
24195,15880,2013-10-15,2013-11-21,1,0,5
10634,15881,2013-05-25,2015-01-24,0,0,3
36273,15883,2013-04-17,2013-08-14,1,0,9
31075,15884,2012-12-30,2013-02-13,0,1,6
94054,15884,2013-02-01,2014-02-05,1,0,7
43786,15885,2012-09-04,2013-01-11,0,1,4
98153,15885,2012-10-20,2012-11-08,1,0,5
69597,15885,2013-02-10,2013-03-01,0,0,6
68662,15886,2012-11-13,2013-01-02,1,0,4
17968,15886,2013-02-26,2013-05-10,0,0,5
44156,15886,2013-07-14,2014-12-10,1,0,6
45483,15887,2012-12-03,2013-04-07,1,1,4
82093,15887,2013-02-09,2014-06-02,0,1,5
34612,15887,2013-08-04,2013-09-11,1,1,6
77758,15887,2013-08-06,2013-10-28,1,0,7
59604,15888,2013-08-14,2013-11-03,1,0,4
23904,15889,2012-02-09,2012-07-21,1,1,6
50543,15889,2012-05-27,2012-06-14,1,0,7
33306,15890,2013-05-23,2013-07-29,1,0,1
82286,15891,2012-02-10,2012-09-15,0,0,0
70183,15891,2013-05-28,2015-04-21,0,0,1
33038,15893,2012-01-20,2012-05-12,1,0,1
74269,15893,2013-03-27,2014-06-28,0,1,2
53796,15893,2013-08-10,2013-09-05,0,0,3
20738,15893,2013-10-11,2014-04-13,0,0,4
39686,15894,2012-01-23,2014-09-25,0,0,2
81476,15896,2012-09-09,2012-11-28,1,0,4
2311,15898,2013-03-02,2013-06-04,0,0,5
23656,15899,2013-04-08,2013-08-28,0,0,1
26,15901,2012-10-30,2013-01-16,0,0,1
65737,15902,2012-10-08,2013-02-16,0,0,3
11918,15902,2013-09-07,2014-09-14,1,1,4
79631,15902,2013-09-29,2014-04-06,1,0,5
64711,15903,2012-04-05,2012-09-05,0,0,3
17879,15903,2012-11-23,2013-02-07,0,0,4
97732,15904,2013-01-04,2013-05-05,1,0,6
38238,15905,2012-01-07,2012-03-08,0,1,4
51098,15905,2012-02-27,2012-04-01,0,0,5
46293,15905,2013-04-27,2014-07-03,1,1,6
73661,15905,2013-09-07,2014-07-29,1,1,7
31691,15905,2013-09-16,2013-11-15,1,0,8
30031,15908,2012-02-24,2012-05-05,1,0,5
82280,15909,2013-08-11,2013-10-20,0,0,0
74480,15910,2012-01-20,2012-08-24,1,0,3
90392,15910,2013-05-15,2013-05-29,0,0,4
15678,15911,2013-07-05,2013-07-23,0,0,3
30833,15912,2012-07-20,2013-11-12,1,1,5
50698,15912,2013-09-15,2013-11-11,1,0,6
2193,15913,2012-01-18,2012-01-28,1,0,0
13695,15914,2012-03-27,2012-05-23,0,0,4
29527,15916,2012-01-04,2012-03-30,1,0,2
98277,15917,2013-08-01,2014-06-06,1,0,4
83858,15918,2012-06-06,2013-11-04,1,1,1
90216,15918,2013-05-18,2013-06-08,0,0,2
47376,15921,2012-01-06,2012-08-25,1,0,3
4443,15921,2013-08-23,2013-11-12,1,0,4
85844,15922,2012-05-29,2012-12-08,0,0,1
14695,15923,2012-04-27,2013-07-28,0,1,5
9342,15923,2013-01-11,2013-01-31,0,0,6
18910,15925,2013-06-27,2013-08-01,0,0,1
69895,15925,2013-10-23,2013-11-08,1,0,2
96904,15926,2013-08-18,2013-12-21,0,0,3
29498,15927,2013-06-17,2013-08-10,1,0,2
40279,15930,2013-10-26,2013-11-08,1,0,2
25985,15933,2013-01-20,2013-09-30,1,0,1
4482,15934,2013-01-10,2013-12-07,0,0,4
11546,15936,2013-06-25,2015-05-01,1,0,5
74040,15937,2012-04-06,2012-05-24,1,0,2
85192,15939,2012-09-04,2013-01-06,1,0,1
13002,15940,2012-11-21,2013-10-23,1,0,4
65071,15941,2012-04-10,2012-11-25,0,1,4
46092,15941,2012-07-01,2012-11-02,1,0,5
89646,15942,2012-08-01,2012-09-01,1,0,2
17817,15942,2012-11-07,2013-12-14,0,0,3
98391,15943,2012-02-26,2012-04-05,1,0,4
40234,15943,2012-07-20,2012-11-23,1,0,5
22271,15945,2012-03-29,2013-04-12,1,1,6
89138,15945,2013-01-23,2013-04-13,1,0,7
72496,15946,2013-05-30,2013-08-01,1,0,2
65148,15946,2013-09-15,2014-07-07,0,1,3
12377,15946,2013-10-01,2014-02-12,0,0,4
68176,15948,2013-09-12,2013-11-24,1,0,4
74769,15949,2013-04-18,2013-08-18,1,0,2
14936,15950,2012-08-24,2013-03-12,0,1,1
99732,15950,2013-01-04,2013-05-25,1,0,2
79208,15950,2013-09-26,2014-02-07,0,0,3
96778,15951,2012-02-01,2013-07-20,1,0,4
12133,15952,2012-03-06,2012-12-03,1,0,4
83094,15953,2012-04-22,2012-05-08,0,0,4
44413,15954,2012-05-27,2012-06-27,1,0,2
53363,15954,2012-08-11,2013-01-15,0,0,3
75827,15954,2013-02-08,2013-10-30,1,0,4
57137,15955,2013-05-12,2014-07-11,0,0,2
19916,15957,2012-08-30,2012-09-12,1,0,2
33028,15961,2013-01-02,2013-01-11,0,0,4
56211,15961,2013-06-10,2014-01-02,1,0,5
778,15963,2012-04-14,2012-08-06,1,1,5
89941,15963,2012-06-23,2012-09-14,0,0,6
54952,15963,2013-04-12,2013-06-04,1,0,7
39783,15964,2012-08-07,2012-09-03,1,0,2
58975,15965,2013-01-15,2013-08-04,1,0,3
35434,15965,2013-08-15,2014-04-16,0,1,4
68151,15965,2013-08-29,2015-06-08,1,0,5
13646,15966,2013-08-04,2015-01-14,0,0,2
12364,15967,2013-04-27,2015-06-17,0,0,2
69876,15969,2013-10-20,2014-04-13,0,0,3
50794,15970,2012-10-28,2012-12-11,1,0,4
84385,15970,2013-03-22,2013-03-27,1,0,5
46380,15970,2013-08-04,2014-09-02,1,1,6
33380,15970,2013-10-28,2014-03-17,0,0,7
24755,15971,2012-01-31,2012-11-04,0,1,3
22156,15971,2012-04-08,2012-06-11,0,0,4
21481,15971,2013-02-06,2013-06-13,0,1,5
86264,15971,2013-06-03,2013-08-10,0,0,6
88344,15972,2012-03-06,2012-08-05,0,1,6
97253,15972,2012-06-05,2013-04-01,1,1,7
47973,15972,2012-12-12,2012-12-25,0,1,8
96140,15972,2012-12-21,2013-03-07,1,0,9
4430,15972,2013-07-21,2014-01-02,1,0,10
914,15973,2013-04-11,2013-06-22,0,0,2
77055,15973,2013-07-21,2015-02-24,0,1,3
87947,15973,2013-08-29,2013-10-02,1,0,4
40085,15974,2012-09-19,2015-12-23,1,1,7
83589,15974,2013-07-30,2016-04-21,1,0,8
88230,15975,2012-12-11,2013-07-05,1,0,7
11785,15976,2012-10-05,2012-11-17,1,0,5
69056,15976,2013-08-24,2013-10-26,0,0,6
67397,15977,2013-02-14,2014-02-09,0,1,2
685,15977,2013-05-21,2013-07-23,0,0,3
52884,15978,2013-08-15,2013-10-10,0,0,6
16556,15979,2013-08-14,2014-08-18,0,0,3
84918,15981,2012-02-06,2012-11-15,1,0,6
81145,15981,2013-09-29,2013-12-01,1,0,7
48485,15982,2012-07-14,2013-02-21,1,0,5
6259,15983,2012-09-19,2013-12-27,0,1,4
87557,15983,2013-05-08,2013-06-25,1,0,5
52596,15984,2012-12-23,2013-03-10,0,1,3
52348,15984,2013-01-13,2013-12-09,0,1,4
58483,15984,2013-09-27,2014-01-05,0,0,5
4683,15985,2013-08-22,2014-04-05,1,0,1
36737,15987,2012-08-02,2013-04-22,1,1,6
95956,15987,2012-09-22,2013-12-01,1,1,7
45013,15987,2013-06-23,2013-07-28,1,0,8
56477,15987,2013-07-29,2013-08-01,1,0,9
54764,15988,2012-01-18,2012-07-22,1,0,2
90952,15988,2012-10-11,2013-02-28,1,1,3
9868,15988,2013-02-20,2013-09-19,0,1,4
73274,15988,2013-04-01,2013-08-19,1,0,5
22457,15989,2012-12-27,2013-07-25,0,0,2
84326,15990,2012-04-28,2012-07-28,0,0,2
64854,15990,2013-05-29,2013-12-05,0,0,3
88218,15991,2012-10-12,2013-03-03,0,0,2
54209,15991,2013-09-28,2013-12-18,1,0,3
27997,15992,2012-02-24,2013-07-11,0,0,4
19215,15992,2013-10-12,2014-08-18,0,0,5
59183,15993,2012-01-27,2012-03-06,1,0,4
48024,15993,2012-03-25,2012-05-18,0,0,5
20438,15993,2012-09-13,2013-03-01,1,0,6
67682,15993,2013-03-16,2013-03-30,1,0,7
76290,15994,2012-01-04,2012-07-20,1,0,1
93691,15994,2013-08-18,2013-12-16,1,0,2
85484,15995,2013-08-05,2013-09-06,0,0,1
72925,15997,2013-05-23,2014-06-21,1,0,5
6860,15998,2012-11-23,2013-12-10,0,0,3
61199,15999,2012-01-15,2012-09-23,1,1,6
19872,15999,2012-05-27,2013-04-23,1,0,7
38874,16000,2013-08-18,2013-09-23,1,0,1
25960,16001,2012-02-20,2013-10-12,0,1,5
4804,16001,2012-05-13,2012-07-18,1,1,6
3507,16001,2012-05-24,2012-09-12,1,0,7
97534,16002,2012-08-13,2012-11-14,0,0,2
53995,16002,2013-09-19,2017-03-08,0,0,3
93975,16004,2012-02-28,2012-11-07,1,0,5
18642,16004,2012-11-22,2013-11-25,1,0,6
97114,16005,2012-04-27,2012-07-02,1,0,4
16804,16006,2012-01-06,2012-08-17,1,0,3
57727,16008,2012-04-15,2012-04-26,0,0,0
6677,16008,2012-10-03,2013-02-22,1,0,1
93537,16009,2013-02-05,2014-03-03,1,0,7
20723,16010,2012-05-08,2013-01-21,0,1,2
23105,16010,2012-10-24,2012-10-26,1,0,3
21115,16010,2012-12-16,2013-06-25,0,0,4
17956,16015,2012-03-17,2012-06-27,1,0,1
87322,16015,2012-11-02,2013-07-06,0,1,2
68333,16015,2013-05-05,2013-09-25,1,1,3
52171,16015,2013-06-12,2013-07-05,1,0,4
10190,16016,2013-04-28,2013-07-17,1,0,3
59188,16017,2012-10-03,2012-10-23,0,0,4
30952,16018,2012-01-30,2012-08-26,1,0,1
91292,16018,2012-08-26,2013-12-24,0,0,2
13684,16019,2013-03-18,2013-07-21,1,0,5
95332,16020,2012-09-18,2013-01-03,0,0,6
38493,16020,2013-07-24,2015-02-11,1,1,7
85113,16020,2013-08-03,2014-04-08,0,0,8
1463,16021,2012-05-08,2012-08-29,1,0,1
39217,16022,2012-02-29,2012-07-20,0,0,4
40573,16022,2012-11-09,2013-04-14,1,0,5
71739,16023,2012-07-19,2013-08-17,0,1,5
44701,16023,2012-07-28,2013-01-30,0,0,6
50981,16023,2013-08-23,2014-01-30,1,0,7
80769,16025,2012-08-08,2013-08-19,0,0,1
418,16025,2013-10-19,2013-12-31,1,0,2
69989,16026,2012-12-26,2013-01-16,1,0,2
9165,16027,2012-01-27,2012-07-19,0,1,5
17230,16027,2012-06-21,2013-07-20,1,1,6
23873,16027,2013-03-09,2013-03-16,1,0,7
63372,16027,2013-03-30,2014-11-15,0,0,8
21350,16028,2012-01-10,2012-02-01,0,0,1
26722,16028,2012-06-03,2012-06-19,1,0,2
68116,16030,2013-07-12,2014-06-29,0,0,3
95852,16031,2012-03-27,2013-01-29,0,0,2
40255,16032,2012-05-12,2012-07-06,0,0,4
85061,16032,2013-05-05,2013-07-29,1,0,5
16343,16034,2012-08-16,2013-03-22,1,1,6
91704,16034,2012-09-13,2013-12-14,1,1,7
53525,16034,2012-11-15,2013-01-05,1,0,8
10301,16036,2012-05-02,2012-10-09,0,0,1
11526,16036,2012-12-16,2013-02-03,0,0,2
57116,16036,2013-06-10,2013-10-02,1,0,3
27780,16040,2012-08-13,2013-07-24,1,1,4
40978,16040,2013-05-11,2013-09-21,1,0,5
19249,16044,2013-10-15,2014-09-04,1,0,5
55445,16045,2012-02-03,2012-05-30,0,0,2
70849,16047,2012-08-02,2013-05-04,0,1,5
87324,16047,2012-08-15,2013-02-18,1,0,6
33692,16047,2013-04-16,2013-11-23,1,1,7
81754,16047,2013-08-28,2014-01-24,0,0,8
27178,16048,2012-03-29,2013-03-14,1,0,5
15169,16049,2012-03-30,2012-04-05,0,0,1
33962,16049,2012-08-29,2012-10-19,1,0,2
13824,16049,2012-10-28,2013-04-07,0,0,3
44298,16050,2012-02-09,2012-04-09,1,0,4
61695,16050,2013-06-18,2013-08-31,0,0,5
20567,16051,2012-01-16,2012-06-27,0,0,2
91944,16051,2012-07-30,2012-09-06,0,0,3
38450,16052,2012-01-14,2012-09-19,1,1,4
94773,16052,2012-06-18,2012-11-11,1,1,5
22673,16052,2012-09-28,2013-05-03,0,0,6
25871,16053,2013-04-21,2013-09-19,1,1,5
10844,16053,2013-07-28,2014-04-20,1,0,6
2095,16054,2013-02-25,2013-11-25,0,1,7
9558,16054,2013-10-27,2014-06-24,1,0,8
38439,16055,2013-07-25,2013-08-10,1,0,3
79951,16055,2013-08-18,2014-03-02,0,0,4
41717,16056,2013-01-13,2013-03-20,1,0,5
72024,16057,2012-09-23,2012-10-22,0,0,3
48131,16057,2013-05-01,2013-05-03,1,0,4
25189,16057,2013-09-11,2014-09-28,1,0,5
52490,16059,2013-02-23,2013-07-13,0,0,0
3106,16060,2012-02-18,2012-06-21,0,0,3
44102,16061,2012-03-01,2012-06-19,1,1,6
46805,16061,2012-04-07,2012-06-04,1,0,7
67606,16061,2012-07-12,2012-11-17,0,0,8
78811,16062,2012-05-08,2013-01-10,1,1,5
75718,16062,2012-09-11,2013-09-10,0,0,6
80761,16063,2012-02-28,2012-07-15,1,0,3
60128,16063,2013-05-15,2014-02-09,1,0,4
22020,16065,2012-12-14,2013-12-22,0,0,4
33352,16066,2012-04-02,2012-10-20,0,1,5
31257,16066,2012-05-29,2012-08-28,0,1,6
72988,16066,2012-06-16,2013-06-30,1,0,7
69070,16068,2012-04-29,2012-07-25,1,0,2
11582,16068,2013-07-09,2014-04-04,1,0,3
47391,16069,2012-06-08,2013-02-06,0,0,5
24332,16072,2013-01-08,2013-02-02,1,0,6
19238,16072,2013-04-05,2013-05-09,1,0,7
48660,16073,2012-03-05,2012-04-30,0,0,5
53281,16074,2013-03-16,2013-05-08,0,0,2
28979,16075,2012-12-07,2013-02-09,0,0,3
45410,16076,2012-04-27,2014-03-20,1,1,4
72843,16076,2012-12-09,2013-07-17,1,0,5
46064,16076,2013-07-25,2014-01-24,0,0,6
14045,16077,2012-09-13,2013-12-10,0,0,0
28394,16078,2012-03-08,2012-07-25,1,0,7
54766,16078,2013-01-24,2013-11-24,1,0,8
77353,16079,2012-01-07,2012-02-01,1,0,5
78412,16079,2012-04-12,2012-11-10,1,0,6
90191,16080,2013-02-14,2013-04-07,1,1,5
6361,16080,2013-03-09,2013-08-08,0,1,6
10822,16080,2013-06-17,2015-02-26,1,0,7
18664,16081,2012-02-28,2012-07-09,0,0,4
99949,16082,2012-11-01,2013-01-16,0,0,6
52250,16083,2013-01-14,2013-01-30,1,0,3
25917,16086,2012-08-30,2012-09-27,1,0,2
37572,16087,2012-10-25,2014-02-07,1,0,6
84684,16088,2013-02-09,2013-03-15,0,0,0
689,16089,2013-05-01,2013-07-03,0,0,3
64285,16091,2012-12-04,2013-10-08,0,0,3
57039,16092,2013-09-23,2014-04-04,0,0,3
67887,16093,2012-06-27,2013-05-31,1,1,3
5208,16093,2013-01-04,2014-12-18,1,1,4
55601,16093,2013-03-08,2013-03-20,1,0,5
79527,16093,2013-06-18,2014-03-25,0,0,6
35012,16094,2012-07-03,2013-05-18,0,0,1
90353,16095,2012-01-07,2012-03-28,1,0,2
2099,16095,2012-05-29,2012-06-20,0,0,3
88558,16095,2012-06-27,2012-06-29,1,0,4
45835,16095,2013-08-15,2013-10-11,1,0,5
83097,16096,2013-10-04,2013-12-10,1,0,2
41107,16099,2012-05-27,2012-06-26,1,0,2
22210,16100,2012-01-19,2012-06-01,1,1,6
68841,16100,2012-03-14,2013-09-27,1,1,7
69275,16100,2012-05-19,2012-10-05,1,0,8
50547,16101,2013-03-11,2014-02-01,0,0,3
72755,16104,2013-07-26,2013-11-03,1,0,3
60448,16105,2013-03-09,2014-01-24,1,0,3
68929,16106,2012-09-08,2013-10-11,1,0,1
27853,16107,2012-05-27,2012-08-21,1,0,7
6339,16108,2013-04-02,2013-11-25,1,1,5
79793,16108,2013-04-04,2013-08-24,0,0,6
82340,16109,2013-04-28,2016-05-12,0,0,3
6071,16111,2012-06-05,2012-06-08,1,0,2
92379,16111,2013-07-27,2014-02-18,0,0,3
95689,16115,2012-12-18,2013-05-05,1,0,4
35881,16116,2013-08-13,2013-08-23,1,0,5
64106,16117,2012-10-03,2013-08-27,1,0,4
31933,16117,2013-10-27,2014-05-17,1,0,5
45477,16118,2013-01-11,2013-08-24,1,1,4
28152,16118,2013-08-06,2013-11-24,1,0,5
14977,16119,2012-01-10,2012-03-26,0,0,2
73909,16119,2012-04-11,2013-02-07,0,0,3
5878,16122,2013-07-11,2013-09-30,1,1,4
22887,16122,2013-08-19,2014-03-24,0,0,5
38181,16123,2012-12-12,2013-11-04,0,0,1
80054,16124,2012-12-14,2014-03-25,1,0,2
65111,16125,2012-12-22,2013-01-10,0,0,2
5900,16129,2012-01-29,2014-07-11,1,1,6
90491,16129,2012-04-29,2012-12-04,1,1,7
79479,16129,2012-05-26,2012-06-18,0,0,8
3651,16129,2013-03-31,2013-05-28,1,1,9
26130,16129,2013-04-18,2013-07-09,1,0,10
40245,16129,2013-07-11,2013-07-30,0,0,11
8911,16130,2013-03-21,2013-09-24,0,0,1
49093,16131,2012-04-04,2013-06-03,1,1,2
36695,16131,2012-07-21,2012-11-26,1,0,3
57598,16133,2013-07-25,2013-08-23,0,0,3
31878,16136,2012-02-13,2012-03-19,0,0,1
11454,16136,2012-07-13,2012-09-20,1,0,2
42514,16136,2013-08-09,2014-01-28,0,0,3
27615,16137,2012-06-07,2012-10-27,1,0,4
39642,16137,2012-11-13,2013-01-24,1,0,5
17854,16138,2012-12-31,2013-06-23,0,0,0
55243,16139,2012-03-11,2012-09-25,1,1,4
85975,16139,2012-03-16,2012-07-25,1,0,5
17682,16139,2013-02-22,2013-05-23,1,0,6
87621,16139,2013-09-09,2013-09-14,1,0,7
84444,16140,2012-07-08,2012-08-26,0,0,3
41987,16140,2012-09-22,2012-10-05,0,0,4
53019,16140,2013-07-21,2013-08-19,0,0,5
17224,16141,2013-02-03,2013-06-12,0,1,3
54423,16141,2013-04-16,2013-08-14,0,0,4
18002,16142,2012-09-13,2012-10-19,0,0,1
88578,16142,2013-08-06,2013-10-16,0,1,2
83345,16142,2013-10-10,2015-04-05,0,0,3
8415,16143,2012-02-15,2012-02-23,0,0,5
82717,16143,2013-10-26,2014-08-21,0,0,6
96229,16144,2013-01-06,2013-02-18,1,0,2
59710,16144,2013-03-08,2014-03-09,1,0,3
60823,16145,2012-12-17,2014-03-20,1,0,4
51364,16146,2013-10-23,2014-04-03,0,0,4
90127,16149,2013-07-13,2014-12-09,0,1,4
38100,16149,2013-08-13,2013-08-26,0,0,5
87920,16149,2013-09-30,2014-06-02,1,0,6
33844,16150,2012-05-15,2013-10-08,1,1,5
70365,16150,2012-08-12,2014-06-18,1,0,6
64205,16151,2012-07-10,2012-10-09,1,0,4
35471,16151,2013-06-19,2013-09-02,0,0,5
49310,16152,2013-09-25,2015-10-17,1,0,6
72508,16154,2012-12-02,2013-02-01,0,1,2
97761,16154,2012-12-30,2013-04-22,0,0,3
43798,16155,2012-03-20,2012-04-14,0,1,8
22849,16155,2012-03-21,2012-05-19,1,0,9
55302,16155,2013-01-03,2013-08-22,1,1,10
69856,16155,2013-02-12,2013-10-18,1,1,11
94965,16155,2013-06-17,2014-02-14,1,1,12
6422,16155,2013-08-29,2013-09-09,1,0,13
53280,16158,2013-02-07,2013-12-13,0,0,6
3099,16159,2012-05-08,2012-09-02,0,1,7
44128,16159,2012-06-25,2012-10-31,1,1,8
32809,16159,2012-07-09,2012-09-18,1,0,9
54442,16160,2012-05-14,2012-11-03,1,0,4
26493,16161,2012-10-06,2013-06-30,1,0,6
17190,16161,2013-09-23,2013-11-27,1,0,7
91850,16162,2013-09-24,2014-02-22,0,0,3
82436,16163,2012-10-18,2013-06-21,1,0,2
43770,16163,2013-09-16,2013-09-20,0,0,3
59236,16165,2012-12-09,2015-03-18,0,1,3
18513,16165,2013-10-12,2013-10-20,1,0,4
72324,16166,2013-09-06,2013-10-01,1,0,1
63780,16167,2013-05-14,2014-05-27,0,0,4
20913,16169,2012-10-08,2012-10-10,0,0,3
97580,16169,2013-08-02,2013-11-15,0,0,4
55659,16171,2012-03-20,2012-09-23,1,0,2
55386,16172,2012-01-11,2012-05-18,1,0,2
21738,16172,2013-03-06,2014-01-23,1,1,3
67440,16172,2013-08-24,2015-08-04,0,0,4
99434,16173,2012-01-10,2012-03-26,1,0,2
72247,16173,2013-07-29,2013-08-12,1,0,3
44422,16174,2012-03-18,2012-08-06,1,0,4
72307,16174,2013-06-19,2013-10-21,1,0,5
89664,16175,2012-07-01,2013-04-06,1,1,8
28530,16175,2013-03-17,2013-03-28,0,0,9
99494,16176,2012-03-12,2012-04-30,0,0,2
44006,16177,2012-11-23,2014-04-29,1,0,2
41010,16179,2013-05-04,2013-08-31,0,0,2
57744,16180,2012-07-26,2013-03-16,1,0,3
35484,16181,2013-05-07,2014-02-21,1,0,1
59157,16183,2013-10-20,2014-08-14,0,0,1
35885,16184,2012-11-15,2012-11-30,1,0,2
81205,16184,2013-09-22,2014-04-08,1,0,3
44903,16186,2012-11-13,2013-01-18,1,0,1
8792,16188,2013-07-11,2013-07-14,1,0,3
86279,16190,2013-10-05,2013-10-30,0,0,2
76702,16191,2012-03-03,2012-04-02,1,0,2
48016,16191,2013-10-25,2014-10-17,1,0,3
19701,16193,2012-01-11,2012-12-30,0,0,2
3613,16193,2013-05-08,2014-02-17,0,1,3
44597,16193,2013-09-12,2013-10-11,1,0,4
39468,16196,2013-04-10,2013-06-20,1,0,2
92339,16197,2012-03-08,2012-03-15,1,0,4
93134,16197,2013-05-07,2013-06-06,1,0,5
50939,16198,2012-10-17,2014-05-08,0,0,3
3283,16200,2012-06-04,2013-04-28,0,1,2
15047,16200,2012-07-29,2012-12-27,0,0,3
89550,16200,2013-05-21,2015-02-24,1,0,4
33942,16201,2012-08-21,2013-05-30,1,1,2
9744,16201,2012-11-07,2012-12-24,0,0,3
29030,16202,2013-10-25,2014-05-27,1,0,3
41663,16203,2012-10-25,2013-04-21,1,0,3
74781,16206,2012-10-12,2012-12-31,1,0,2
73994,16206,2013-09-11,2013-11-15,1,1,3
63240,16206,2013-09-25,2014-06-18,1,0,4
19435,16207,2012-04-17,2012-08-03,1,0,3
94635,16209,2012-06-10,2012-12-31,1,0,5
81689,16211,2013-03-22,2015-02-09,1,1,4
57235,16211,2013-05-25,2014-08-01,0,1,5
33715,16211,2013-07-19,2014-02-16,1,0,6
25666,16212,2013-05-12,2014-08-19,0,0,1
77207,16213,2012-06-21,2013-01-30,1,1,2
82890,16213,2012-10-17,2012-12-19,1,0,3
55033,16213,2013-08-04,2013-11-03,1,0,4
57910,16214,2012-05-16,2013-02-19,0,1,3
97236,16214,2012-09-29,2012-11-02,1,0,4
40322,16214,2013-04-24,2013-08-28,1,0,5
96412,16216,2012-06-08,2013-01-20,1,1,5
53180,16216,2012-08-05,2013-01-06,1,0,6
63064,16217,2012-04-02,2013-03-14,0,0,5
67391,16220,2013-05-20,2014-03-24,1,1,2
47413,16220,2013-07-27,2013-11-16,0,1,3
28972,16220,2013-10-28,2014-01-17,0,0,4
91684,16221,2012-09-08,2012-11-15,0,0,2
28805,16222,2012-02-16,2012-05-11,1,0,2
73940,16222,2012-12-02,2014-06-04,0,1,3
35232,16222,2013-04-01,2013-05-23,0,0,4
58944,16223,2012-01-24,2012-08-01,0,0,1
70166,16223,2013-07-19,2014-01-03,1,0,2
3942,16226,2012-09-20,2013-03-30,0,0,1
46023,16227,2012-06-21,2012-07-10,0,0,3
58449,16227,2012-12-04,2013-02-02,1,0,4
62116,16231,2012-06-22,2012-07-03,0,0,3
20216,16231,2012-09-08,2012-12-01,0,0,4
21212,16231,2013-06-04,2013-09-28,0,0,5
78150,16233,2012-03-31,2012-05-27,0,0,0
79060,16233,2012-08-03,2013-12-26,1,1,1
36117,16233,2013-01-02,2013-02-06,1,0,2
85789,16233,2013-02-06,2013-03-28,0,0,3
72493,16234,2012-01-10,2013-01-01,1,0,3
28126,16235,2013-06-13,2014-05-01,0,0,3
54516,16236,2013-08-06,2013-09-03,1,0,3
47551,16237,2013-10-08,2014-07-02,0,0,4
86033,16238,2012-02-25,2012-03-16,0,0,2
51043,16238,2012-05-25,2012-09-15,1,0,3
9711,16241,2012-01-12,2012-12-25,1,0,3
53694,16241,2013-02-03,2013-09-01,1,0,4
71487,16244,2013-10-20,2013-12-10,1,0,2
15799,16247,2012-10-21,2013-04-09,0,0,0
51477,16248,2012-08-15,2012-11-27,0,0,1
36688,16249,2012-05-10,2012-11-19,0,1,5
78436,16249,2012-08-30,2012-09-14,1,0,6
